Sentence #,Sentence,POS,Tag
Sentence: 34895,Police on horseback charged into crowds of angry British students demonstrating in central London on Thursday to protest university tuition hikes .,"['NNS', 'IN', 'NN', 'VBN', 'IN', 'NNS', 'IN', 'JJ', 'JJ', 'NNS', 'VBG', 'IN', 'JJ', 'NNP', 'IN', 'NNP', 'TO', 'VB', 'NN', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 1772,Mr. Lavrov said the issue should be handled within the International Atomic Energy Agency .,"['NNP', 'NNP', 'VBD', 'DT', 'NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'I-org', 'I-org', 'O']"
Sentence: 33166,The U.S. government has chartered three of Carnival Cruise lines ships for the next six months to provide temporary housing for victims of Hurricane Katrina .,"['DT', 'NNP', 'NN', 'VBZ', 'VBN', 'CD', 'IN', 'NNP', 'NNP', 'NNS', 'NNS', 'IN', 'DT', 'JJ', 'CD', 'NNS', 'TO', 'VB', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'NNP', 'NNP', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 16619,Washington has rejected the demand .,"['NNP', 'VBZ', 'VBN', 'DT', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O']"
Sentence: 32558,"But Peter Erben said the cases of fraud are localized rather than widespread , and will not affect the overall integrity of the landmark vote .","['CC', 'NNP', 'NNP', 'VBD', 'DT', 'NNS', 'IN', 'NN', 'VBP', 'VBN', 'RB', 'IN', 'JJ', ',', 'CC', 'MD', 'RB', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NN', '.']","['O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 32418,President Bush is to announce his decision on a new strategy for Iraq in early January .,"['NNP', 'NNP', 'VBZ', 'TO', 'VB', 'PRP$', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'JJ', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'O']"
Sentence: 47294,Israel claims that weapons and explosives are being smuggled from Egypt into the Gaza Strip .,"['NNP', 'VBZ', 'IN', 'NNS', 'CC', 'NNS', 'VBP', 'VBG', 'VBN', 'IN', 'NNP', 'IN', 'DT', 'NNP', 'NNP', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 34127,Louisiana state and local officials are also investigating the levee failures .,"['NNP', 'NN', 'CC', 'JJ', 'NNS', 'VBP', 'RB', 'VBG', 'DT', 'NN', 'NNS', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 15040,Softball is better than baseball because you do n't have to watch your team lose for NINE innings .,"['NN', 'VBZ', 'JJR', 'IN', 'NN', 'IN', 'PRP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'PRP$', 'NN', 'VB', 'IN', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 18642,Exports have grown significantly because of the trade benefits contained in the Africa Growth and Opportunity Act .,"['NNS', 'VBP', 'VBN', 'RB', 'IN', 'IN', 'DT', 'NN', 'NNS', 'VBN', 'IN', 'DT', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 19835,"Reuters news agency quotes an adviser to Rwanda 's President Paul Kagame , Richard Sezibera , who confirmed the possibility of clashes .","['NNP', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'TO', 'NNP', 'POS', 'NNP', 'NNP', 'NNP', ',', 'NNP', 'NNP', ',', 'WP', 'VBD', 'DT', 'NN', 'IN', 'NNS', '.']","['B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-per', 'I-per', 'I-per', 'O', 'B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 46649,Mr. Mustafa said similar packages were sent to the Thai and German embassies .,"['NNP', 'NNP', 'VBD', 'JJ', 'NNS', 'VBD', 'VBN', 'TO', 'DT', 'JJ', 'CC', 'JJ', 'NNS', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'O']"
Sentence: 30321,Joyful relatives tearfully greeted the men - Christian Chesnot and Georges Malbrunot - upon their arrival at an air base outside Paris Wednesday .,"['JJ', 'NNS', 'RB', 'VBD', 'DT', 'NNS', 'IN', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', ':', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'O', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O']"
Sentence: 22497,The desire for imaginary benefits often involves the loss of present blessings .,"['DT', 'NN', 'IN', 'JJ', 'NNS', 'RB', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 29736,"With US backing , Panama seceded from Colombia in 1903 and promptly signed a treaty with the US allowing for the construction of a canal and US sovereignty over a strip of land on either side of the structure ( the Panama Canal Zone ) .","['IN', 'NNP', 'NN', ',', 'NNP', 'VBD', 'IN', 'NNP', 'IN', 'CD', 'CC', 'RB', 'VBD', 'DT', 'NN', 'IN', 'DT', 'NNP', 'VBG', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'NNP', 'NN', 'IN', 'DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'LRB', 'DT', 'NNP', 'NNP', 'NNP', 'RRB', '.']","['O', 'B-org', 'O', 'O', 'B-org', 'O', 'O', 'B-geo', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'I-geo', 'O', 'O']"
Sentence: 1492,"Senator McCain wants Congress to lift a ban on offshore oil drilling , while Obama says such a measure would not help the problem in the short term .","['NNP', 'NNP', 'VBZ', 'NNP', 'TO', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NN', ',', 'IN', 'NNP', 'VBZ', 'PDT', 'DT', 'NN', 'MD', 'RB', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']","['B-per', 'I-per', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 22148,Military officials said they are still investigating Ngabo 's activities .,"['NNP', 'NNS', 'VBD', 'PRP', 'VBP', 'RB', 'VBG', 'NNP', 'POS', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O']"
Sentence: 3114,Authorities continue a block-by-block search for bodies in the city of New Orleans as floodwaters there continue to recede .,"['NNS', 'VBP', 'DT', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNP', 'NNP', 'IN', 'NNS', 'RB', 'VBP', 'TO', 'VB', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 41908,"U.S. , Australian and Indonesian military helicopters are also dropping food and supplies to hungry people left stranded in isolated western areas of the province .","['NNP', ',', 'JJ', 'CC', 'JJ', 'NN', 'NNS', 'VBP', 'RB', 'VBG', 'NN', 'CC', 'NNS', 'TO', 'JJ', 'NNS', 'VBN', 'VBN', 'IN', 'VBN', 'JJ', 'NNS', 'IN', 'DT', 'NN', '.']","['B-org', 'O', 'B-gpe', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 10338,"Economists closely watch the private payrolls figure , because private companies do the bulk of hiring in the United States .","['NNS', 'RB', 'VBP', 'DT', 'JJ', 'NNS', 'NN', ',', 'IN', 'JJ', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'VBG', 'IN', 'DT', 'NNP', 'NNPS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O']"
Sentence: 24066,"Former American Idol castoff Jennifer Hudson continued her Cinderella story , winning the Entertainer Of The Year award for her supporting role in the movie Dreamgirls .","['JJ', 'JJ', 'NNP', 'NN', 'NNP', 'NNP', 'VBD', 'PRP$', 'NNP', 'NN', ',', 'VBG', 'DT', 'NNP', 'IN', 'DT', 'NN', 'NN', 'IN', 'PRP$', 'JJ', 'NN', 'IN', 'DT', 'NN', 'NNS', '.']","['O', 'B-gpe', 'B-org', 'O', 'B-per', 'I-per', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 9986,Police say they have arrested several men in a series of raids for illegally preparing and selling the homemade alcohol .,"['NNS', 'VBP', 'PRP', 'VBP', 'VBN', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'RB', 'VBG', 'CC', 'VBG', 'DT', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 37950,The court says there are reasons to believe Lubanga enlisted children under the age of 15 to participate in fighting .,"['DT', 'NN', 'VBZ', 'EX', 'VBP', 'NNS', 'TO', 'VB', 'NNP', 'JJ', 'NNS', 'IN', 'DT', 'NN', 'IN', 'CD', 'TO', 'VB', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 14110,"Also in East Asia , the State Department reports North Korea remains an absolute dictatorship where the government 's human rights record is extremely poor .","['RB', 'IN', 'NNP', 'NNP', ',', 'DT', 'NNP', 'NNP', 'VBZ', 'NNP', 'NNP', 'VBZ', 'DT', 'JJ', 'NN', 'WRB', 'DT', 'NN', 'POS', 'JJ', 'NNS', 'NN', 'VBZ', 'RB', 'JJ', '.']","['O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'B-org', 'I-org', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 26648,"Fighting between Thai security forces and anti-government Red Shirts killed 90 people and wounded about 1,900 others during the protesters ' 10-week occupation of part of downtown Bangkok .","['VBG', 'IN', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NNP', 'NNP', 'VBD', 'CD', 'NNS', 'CC', 'VBD', 'IN', 'CD', 'NNS', 'IN', 'DT', 'NNS', 'POS', 'JJ', 'NN', 'IN', 'NN', 'IN', 'NN', 'NNP', '.']","['O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 14604,Germans shut down the Soviet-built research reactor soon after reunification in 1990 .,"['NNS', 'VBD', 'RP', 'DT', 'JJ', 'NN', 'NN', 'RB', 'IN', 'NN', 'IN', 'CD', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O']"
Sentence: 41104,Deposed Honduran President Manuel Zelaya says talks on ending the stand-off stemming from his ouster have broken down .,"['JJ', 'JJ', 'NNP', 'NNP', 'NNP', 'VBZ', 'NNS', 'IN', 'VBG', 'DT', 'NN', 'VBG', 'IN', 'PRP$', 'NN', 'VBP', 'VBN', 'RP', '.']","['O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 45973,Catherine Drew brings us this new form of music .,"['NNP', 'NNP', 'VBZ', 'PRP', 'DT', 'JJ', 'NN', 'IN', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 26538,"Schlegel , a German , missed a previous spacewalk due to an undisclosed illness .","['NNP', ',', 'DT', 'NN', ',', 'VBD', 'DT', 'JJ', 'NN', 'JJ', 'TO', 'DT', 'JJ', 'NN', '.']","['B-per', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 21563,Costa Rica 's constitutional court has blocked a referendum that would have let voters decide if same-sex civil unions should be allowed in the Central American country .,"['NNP', 'NNP', 'POS', 'JJ', 'NN', 'VBZ', 'VBN', 'DT', 'NN', 'WDT', 'MD', 'VB', 'VBN', 'NNS', 'VB', 'IN', 'JJ', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'DT', 'JJ', 'JJ', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O']"
Sentence: 24003,Mr. Abbas is running in the January 9 presidential election to succeed the late Yasser Arafat .,"['NNP', 'NNP', 'VBZ', 'VBG', 'IN', 'DT', 'NNP', 'CD', 'JJ', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NNP', 'NNP', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'I-org', 'O']"
Sentence: 3836,The U.S. military says coalition soldiers in Iraq have killed 24 insurgents who attacked a coalition convoy outside Baghdad .,"['DT', 'NNP', 'NN', 'VBZ', 'NN', 'NNS', 'IN', 'NNP', 'VBP', 'VBN', 'CD', 'NNS', 'WP', 'VBD', 'DT', 'NN', 'NN', 'IN', 'NNP', '.']","['O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 13660,Afghan officials say two senior members of Afghanistan 's former Taleban regime have surrendered to the government under an amnesty offer .,"['JJ', 'NNS', 'VBP', 'CD', 'JJ', 'NNS', 'IN', 'NNP', 'POS', 'JJ', 'NNP', 'NN', 'VBP', 'VBN', 'TO', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 38389,The independence vote is part of a 2005 peace deal between the north and the south that ended 21 years of civil war .,"['DT', 'NN', 'NN', 'VBZ', 'NN', 'IN', 'DT', 'CD', 'NN', 'NN', 'IN', 'DT', 'NN', 'CC', 'DT', 'NN', 'WDT', 'VBD', 'CD', 'NNS', 'IN', 'JJ', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O']"
Sentence: 43144,Mr. Hariri became prime minister in 1992 as optimism swept Lebanon two years after the end of its 15-year civil war .,"['NNP', 'NNP', 'VBD', 'JJ', 'NN', 'IN', 'CD', 'IN', 'NN', 'VBD', 'NNP', 'CD', 'NNS', 'IN', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'B-geo', 'B-tim', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 35373,U.S. stock market indexes posted strong gains in Tuesday 's afternoon trading .,"['NNP', 'NN', 'NN', 'NNS', 'VBD', 'JJ', 'NNS', 'IN', 'NNP', 'POS', 'NN', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'I-tim', 'O', 'O']"
Sentence: 27873,"In other developments , a new video shows a bound blond-haired man claiming to be a 63-year-old Australian national surrounded by gunmen and urging coalition forces to leave Iraq .","['IN', 'JJ', 'NNS', ',', 'DT', 'JJ', 'NN', 'VBZ', 'DT', 'VBN', 'JJ', 'NN', 'VBG', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'VBN', 'IN', 'NNS', 'CC', 'VBG', 'NN', 'NNS', 'TO', 'VB', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 21375,Former Argentine President Carlos Menem has been charged with fraud in connection with a contract awarded to a local subsidiary of a French defense company .,"['JJ', 'JJ', 'NNP', 'NNP', 'NNP', 'VBZ', 'VBN', 'VBN', 'IN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'VBN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN', 'NN', '.']","['O', 'B-gpe', 'B-per', 'I-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-gpe', 'O', 'O', 'O']"
Sentence: 33570,"Although he allowed one goal by Latvia , he faced only seven shots in two periods before being replaced by his back-up .","['IN', 'PRP', 'VBD', 'CD', 'NN', 'IN', 'NNP', ',', 'PRP', 'VBD', 'RB', 'CD', 'NNS', 'IN', 'CD', 'NNS', 'IN', 'VBG', 'VBN', 'IN', 'PRP$', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 32952,She is expected to be sworn in during an inauguration ceremony on Saturday and parliamentary elections are set for October 10 .,"['PRP', 'VBZ', 'VBN', 'TO', 'VB', 'VBN', 'IN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', 'CC', 'JJ', 'NNS', 'VBP', 'VBN', 'IN', 'NNP', 'CD', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'I-tim', 'O']"
Sentence: 448,Sperling has spent the first two years of the Obama administration as a counselor to Treasury Secretary Timothy Geithner .,"['NNP', 'VBZ', 'VBN', 'DT', 'JJ', 'CD', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'IN', 'DT', 'NN', 'TO', 'NNP', 'NNP', 'NNP', 'NNP', '.']","['B-per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-per', 'O', 'O', 'O', 'O', 'O', 'B-per', 'I-per', 'I-per', 'I-per', 'O']"
Sentence: 4292,"The Agriculture Ministry says the virus was detected in Ukraine 's Crimea peninsula , but it is not known yet if the virus is the strain that is dangerous to humans .","['DT', 'NNP', 'NNP', 'VBZ', 'DT', 'NN', 'VBD', 'VBN', 'IN', 'NNP', 'POS', 'NNP', 'NN', ',', 'CC', 'PRP', 'VBZ', 'RB', 'VBN', 'RB', 'IN', 'DT', 'NN', 'VBZ', 'DT', 'NN', 'WDT', 'VBZ', 'JJ', 'TO', 'NNS', '.']","['O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 35723,"In January this year , a suspected al-Qaida terrorist was killed , and three were captured , in a shootout with police during a robbery attempt in Istanbul .","['IN', 'NNP', 'DT', 'NN', ',', 'DT', 'VBN', 'NNP', 'NN', 'VBD', 'VBN', ',', 'CC', 'CD', 'VBD', 'VBN', ',', 'IN', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'NN', 'IN', 'NNP', '.']","['O', 'B-tim', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O']"
Sentence: 42905,"The International Atomic Energy Agency officials , speaking on condition of anonymity , say uranium gas has been fed into some machines .","['DT', 'NNP', 'NNP', 'NNP', 'NNP', 'NNS', ',', 'VBG', 'IN', 'NN', 'IN', 'NN', ',', 'VBP', 'NN', 'NN', 'VBZ', 'VBN', 'VBN', 'IN', 'DT', 'NNS', '.']","['O', 'B-org', 'I-org', 'I-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 25885,"European nations are trying to ease the impact of the recession by crafting stimulus packages that now total in the hundreds of billions of dollars , which will boost government deficits .","['JJ', 'NNS', 'VBP', 'VBG', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'VBG', 'NN', 'NNS', 'WDT', 'RB', 'VBP', 'IN', 'DT', 'NNS', 'IN', 'NNS', 'IN', 'NNS', ',', 'WDT', 'MD', 'VB', 'NN', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 8247,Palestinians assumed control of Jericho last week .,"['NNS', 'VBD', 'NN', 'IN', 'NNP', 'JJ', 'NN', '.']","['B-gpe', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O']"
Sentence: 26543,"Mr. Bush said in his weekly radio address Saturday that the effort in Iraq and the broader Middle East will require more time , sacrifice and continued resolve .","['NNP', 'NNP', 'VBD', 'IN', 'PRP$', 'JJ', 'NN', 'NN', 'NNP', 'IN', 'DT', 'NN', 'IN', 'NNP', 'CC', 'DT', 'JJR', 'NNP', 'NNP', 'MD', 'VB', 'JJR', 'NN', ',', 'NN', 'CC', 'JJ', 'NN', '.']","['B-per', 'I-per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-geo', 'I-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 40525,A firefight broke out when an army patrol arrived at the scene at the same time to investigate a separate report about the FARC .,"['DT', 'NN', 'VBD', 'RP', 'WRB', 'DT', 'NN', 'NN', 'VBD', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-org', 'O']"
Sentence: 13702,Police have been hunting him and Azahari since the 2002 Bali bombings that killed 202 people .,"['NNS', 'VBP', 'VBN', 'VBG', 'PRP', 'CC', 'NNP', 'IN', 'DT', 'CD', 'NNP', 'NNS', 'WDT', 'VBD', 'CD', 'NNS', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-tim', 'I-tim', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 45426,"In a statement , the ministry said the woman , from Menoufia province in the Nile Delta , was admitted to a hospital on Saturday and died Monday .","['IN', 'DT', 'NN', ',', 'DT', 'NN', 'VBD', 'DT', 'NN', ',', 'IN', 'NNP', 'NN', 'IN', 'DT', 'NNP', 'NNP', ',', 'VBD', 'VBN', 'TO', 'DT', 'NN', 'IN', 'NNP', 'CC', 'VBD', 'NNP', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'B-org', 'I-org', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-tim', 'O', 'O', 'B-tim', 'O']"
Sentence: 37637,Iran says it will sign a deal next week with Russia under which Moscow will provide fuel to Iran 's Bushehr nuclear power plant .,"['NNP', 'VBZ', 'PRP', 'MD', 'VB', 'DT', 'NN', 'JJ', 'NN', 'IN', 'NNP', 'IN', 'WDT', 'NNP', 'MD', 'VB', 'NN', 'TO', 'NNP', 'POS', 'NNP', 'JJ', 'NN', 'NN', '.']","['B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'B-geo', 'O', 'O', 'O', 'O']"
Sentence: 22532,New mobile phone buyers in China must register their personal data under a new rule that many see as an invasion of privacy .,"['NNP', 'JJ', 'NN', 'NNS', 'IN', 'NNP', 'MD', 'VB', 'PRP$', 'JJ', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'VBP', 'IN', 'DT', 'NN', 'IN', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'B-geo', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Sentence: 36735,The prisoners ' lawsuits challenge the legality of their confinement at the prison .,"['DT', 'NNS', 'POS', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
